"accepted_name"	"Nocc"	"IUCN_TS_detail"	"IUCN_TS_sum"	"IUCN_TS_detail_InclOld"	"IUCN_TS_sum_InclOld"	"Subset"	"NsubPop"	"Nloc"	"AOO"	"EOO"	"HFI"	"HPD"	"FLO"	"Tseas"	"Pseas"	"Tflex"	"Pflex"	"ECO"	"TDWG3"
"Bactris timbuiensis"	10	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.00337837837837838	0.00342465753424658	0.00305343511450382	1.06361798039077e-06	0.380391829819614	0.00967841716534416	0.275333357537983	0.249274992055741	0.265150332241681	0.614981792438146	0.2986281827294	0.008	0
"Bactris turbinocarpa"	3	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00168918918918919	0.00114155251141553	0.000763358778625954	8.40784327011438e-07	0.0923708804487461	0.000369054236424615	0.0438125509129293	0.0512341583733942	0.203596121458703	0.866507431791913	0.379157667018387	0.016	0.0238095238095238
"Basselinia deplanchei"	33	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	0.0152027027027027	0.0136986301369863	0.0099236641221374	9.00949513042733e-06	0.347326401537339	0.0100916516190918	0.0229358606876418	0.315976481499886	0.17314201282978	0.684032684088964	0.377410839297079	0.008	0
"Basselinia eriostachys"	7	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00675675675675676	0.0045662100456621	0.00152671755725191	2.27585317492806e-06	0.399651549344199	0.00781909986817834	0.0308198418092624	0.310534759606516	0.19811648411965	0.694801728578372	0.342511268622119	0.008	0
"Basselinia favieri"	3	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	0	0	0.000763358778625954	1.89257857783284e-09	0.321858596646067	0.000789483708053193	0.0102879633271493	0.295299026604295	0.209816988698942	0.732864230528265	0.360382285418425	0.008	0
"Basselinia gracilis"	79	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	0.0388513513513514	0.0445205479452055	0.0251908396946565	3.4961243486317e-05	0.383337460247959	0.00841060480199203	0.0222479344684449	0.299761009358908	0.214057281046408	0.717169449117796	0.31895022206351	0.016	0
"Basselinia humboldtiana"	5	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	0.00337837837837838	0.00342465753424658	0.00152671755725191	4.28720107318616e-06	0.377404450067697	0.00489045737421586	0.0260454990108364	0.311940682263368	0.192348599896859	0.693628254251201	0.349690431283104	0.008	0
"Basselinia pancheri"	112	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.035472972972973	0.0479452054794521	0.0297709923664122	4.94749308071182e-05	0.379608506643093	0.00937727627932812	0.0308727421526056	0.302815102761949	0.213873564440664	0.708463963525662	0.311279912330655	0.016	0
"Basselinia porphyrea"	3	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	0.00168918918918919	0.00114155251141553	0.000763358778625954	4.70992014066393e-08	0.327584697237094	0.0131189899713261	0.0295923228261029	0.322704143608768	0.157103170837608	0.678582084043928	0.396406782801839	0.008	0
"Basselinia sordida"	11	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00506756756756757	0.0045662100456621	0.00267175572519084	9.9540322208609e-06	0.368123569732416	0.000986264488650253	0.0311614921891477	0.302300821797161	0.232772285614166	0.709219666554122	0.292182610312462	0.008	0
"Basselinia tomentosa"	6	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	0.00168918918918919	0.00114155251141553	0.00152671755725191	1.00708303822692e-07	0.407727704915326	0.00140750650298853	0.0357671499254005	0.304484690788674	0.212144230944867	0.699327080456842	0.332786706346813	0.008	0
"Basselinia velutina"	13	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	0.00844594594594595	0.00570776255707763	0.00381679389312977	9.79668691971299e-06	0.368889738926013	0.00112465668397011	0.0159931352700097	0.304281193323611	0.200913266379407	0.708897415875883	0.355330756579149	0.008	0
"Basselinia vestita"	5	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	0	0	0.000763358778625954	4.9130547459464e-09	0.42092350310802	0.00117435538955116	0.0157534261750569	0.306607579308175	0.226922490064361	0.705181651838214	0.29621042991501	0.008	0
"Beccariophoenix alfredii"	4	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	0.00168918918918919	0.00114155251141553	0.000381679389312977	5.90367948830657e-07	0.295033047113889	0.00723462728346651	0.0308067145452123	0.317205735373585	0.605489418345033	0.513071127697642	0.0282264684218517	0.016	0
"Beccariophoenix madagascariensis"	32	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	0.0219594594594595	0.0148401826484018	0.00725190839694656	0.000214063267427432	0.351678235862749	0.00978491260015788	0.183818079181506	0.313615635205527	0.321537219157698	0.628151733488927	0.205111236577909	0.016	0
"Borassus aethiopum"	1236	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.293918918918919	0.484018264840183	0.326717557251908	0.0599414674509865	0.402834779579672	0.0433243317831204	0.0815097207184002	0.214053744963598	0.518524355270053	0.666427499578438	0.0173923325007038	0.16	0.69047619047619
"Borassus akeassii"	15	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00844594594594595	0.00799086757990868	0.00343511450381679	0.00121829428298062	0.412614043177875	0.0226628694056537	0.0429959500925577	0.142328168913961	0.612877221027097	0.701644786933273	0.005490602898012	0.024	0.214285714285714
"Brahea calcarea"	95	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0472972972972973	0.0490867579908676	0.0270992366412214	0.00249411010659505	0.463011654260664	0.0384120118694917	0.0395696622497647	0.286958068113943	0.509206232292404	0.443038355747136	0.0659819961898556	0.112	0.0952380952380952
"Brahea decumbens"	32	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0135135135135135	0.0136986301369863	0.00801526717557252	9.38764522742201e-05	0.314415048233912	0.00230110609753291	0.00952360401169166	0.365832980770093	0.38747465746529	0.364069790355404	0.14101544129145	0.016	0
"Brahea edulis"	3	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.00168918918918919	0.00114155251141553	0.000763358778625954	4.64436215569863e-06	0.640220013211235	0.0468794657193323	0.119357007386351	0.375061552235578	0.446939208991549	0.474661645613956	0.0668990286487813	0.008	0
"Brahea moorei"	50	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0253378378378378	0.0296803652968037	0.0152671755725191	0.000106514597646998	0.423120338999279	0.00936943647893133	0.0309921633052319	0.407969319270844	0.439856071534173	0.412592878304132	0.10092778353324	0.032	0
"Butia archeri"	25	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	0.0253378378378378	0.0205479452054795	0.00916030534351145	0.0017489198910625	0.604580947619964	0.133783798098693	0.0383968130585349	0.176555849326432	0.446777818033302	0.593630190734991	0.0447204818369362	0.024	0.0238095238095238
"Butia eriospatha"	24	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.0337837837837838	0.0228310502283105	0.0083969465648855	0.000887308144527187	0.501732313290948	0.0486930035866005	0.101183777627151	0.412446507331935	0.0884040435115667	0.46238399341291	0.640114442874531	0.032	0
"Butia purpurascens"	10	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.00506756756756757	0.00570776255707763	0.00305343511450382	1.97720461443746e-05	0.566739386377946	0.0172255960270205	0.0280672732593079	0.181735233853445	0.411769485185854	0.591801460157495	0.069081416351675	0.016	0.0238095238095238
"Calamus beccarii"	1	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	0	0	0	NA	0.765855143394255	0.491343329314084	0.0151502398573336	0.557799230358562	0.443353564537572	0.559725729502187	0.0600861091960345	0.008	0
"Calamus deerratus"	38	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0506756756756757	0.0365296803652968	0.0129770992366412	0.0100351881714218	0.393454243368789	0.0638065436397014	0.120954430587657	0.128351744428509	0.426676791982926	0.713532881643145	0.0590598112502259	0.096	0.5
"Calamus dianbaiensis"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0	0	0	NA	0.519156571924848	0.0247203054970137	0.0655912971481274	0.684749165274223	0.420010377824357	0.465258225039507	0.109885918060481	0.008	0.0238095238095238
"Calamus egregius"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0	0	0	NA	0.358077232101098	0.0413941435198924	0.282725526344569	0.391117258614716	0.416834106381435	0.691480529392274	0.0967473777527997	0.008	0
"Calamus formosanus"	5	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	0.00337837837837838	0.00342465753424658	0.00152671755725191	5.76073564499544e-06	0.569684196344777	0.0178782174736885	0.0388709251593972	0.403566788655353	0.511158193480148	0.706883326766866	0.0684249685156992	0.016	0
"Calamus godefroyi"	5	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	0.00675675675675676	0.0045662100456621	0.00152671755725191	0.000235516309192652	0.489140184751997	0.0399579747865155	0.188968280868153	0.205960794376839	0.452486482424007	0.729337524889163	0.0158603778520468	0.024	0.0476190476190476
"Calamus heteracanthus"	42	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0472972972972973	0.0319634703196347	0.0133587786259542	0.00318791625152041	0.240284239876806	0.00745770435908739	0.0808314724369287	0.0548612406539115	0.12526669029015	0.905644541552128	0.553934483375495	0.072	0.0238095238095238
"Calamus macrorhynchus"	7	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	0.00844594594594595	0.00570776255707763	0.00190839694656489	0.000154556841534725	0.444581724793727	0.0897007281861	0.172868691326311	0.699962028633474	0.421802176974814	0.41090907899852	0.0985635603203069	0.024	0
"Calamus multispicatus"	3	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	0.00337837837837838	0.00228310502283105	0.000763358778625954	0.000304658682415119	0.436892092540348	0.0383925398664864	0.106963510009601	0.623604407581227	0.405381062545976	0.510913288734031	0.111750990384177	0.008	0
"Calamus oxleyanus"	22	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0337837837837838	0.0228310502283105	0.00801526717557252	0.00560791119593791	0.43592741711207	0.0396080732541727	0.325958370627111	0.0617857168497662	0.225927669367124	0.873969145262565	0.281556518344327	0.048	0.0238095238095238
"Calamus oxycarpus"	1	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	0	0	0	NA	0.424696377364827	0.0892240181451573	0.20281401920127	0.790789262667216	0.369079023266283	0.390750806428174	0.178866969356624	0.008	0.0238095238095238
"Calamus pogonacanthus"	82	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0777027027027027	0.0639269406392694	0.0255725190839695	0.00170280309200594	0.327432490475138	0.0237111757172141	0.275308332306562	0.0301569047220833	0.0932604144041602	0.914018008270848	0.62985527447261	0.048	0
"Calamus salicifolius"	7	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00844594594594595	0.00570776255707763	0.00229007633587786	6.89007393683773e-05	0.477315613879528	0.0471839640198135	0.282507742308389	0.179530991702204	0.435010517816881	0.745355729538522	0.0195271928480733	0.024	0.0238095238095238
"Calamus tenuis"	10	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0101351351351351	0.00684931506849315	0.00267175572519084	0.0102188069495442	0.422398185492966	0.0512570861792985	0.215541525664323	0.416528777923618	0.563003138403098	0.543501941312332	0.0279088509813393	0.056	0.261904761904762
"Calamus usitatus"	3	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00337837837837838	0.00228310502283105	0.000763358778625954	5.44210611073199e-06	0.534078146836888	0.0146778204915064	0.448516355481853	0.0295904101159585	0.0758031496023901	0.940827964919041	0.680878775834444	0.008	0.0714285714285714
"Calamus wuliangshanensis"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0	0	0	NA	0.269639569196542	0.015508870492939	0.172070003796509	0.528591898696229	0.479961310915051	0.323777631524516	0.0486886762513066	0.008	0
"Calyptronoma rivalis"	9	"Near Threatened"	"nonLC"	"Near Threatened"	"nonLC"	"TRAIN"	0.0101351351351351	0.00684931506849315	0.00267175572519084	0.000166451107551259	0.598819130305274	0.0673739366187186	0.165762863356922	0.156697443197322	0.233801975017243	0.720567609433121	0.301176253581314	0.024	0.0476190476190476
"Caryota urens"	32	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0422297297297297	0.0285388127853881	0.0118320610687023	0.04827666239324	0.369444847864749	0.0618505771441257	0.10503174970581	0.332463153457429	0.388213537496123	0.637529262151038	0.143222838592019	0.152	0.0238095238095238
"Ceroxylon amazonicum"	17	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.00675675675675676	0.00570776255707763	0.00229007633587786	1.3651905779161e-05	0.323452531808296	0.00576610699166314	0.0652816462916394	0.028731901804742	0.0946825017778966	0.790917132864413	0.636612545430418	0.008	0
"Ceroxylon parvifrons"	61	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.0472972972972973	0.0365296803652968	0.016412213740458	0.009147877856206	0.35376937370057	0.0579765565632365	0.0323948813973353	0.0541403777236069	0.236759030381808	0.693521386137693	0.297234257884526	0.08	0.0952380952380952
"Chamaedorea adscendens"	2	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	0.00168918918918919	0.00114155251141553	0.000381679389312977	9.32307539690978e-07	0.424321227718339	0.00728142060313244	0.410569750245443	0.174199272208527	0.365724020134137	0.77007847760684	0.157876715472384	0.016	0.0238095238095238
"Chamaedorea cataractarum"	1	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0	0	0	NA	0.573190908348389	0.0307849972031256	0.0336792146549397	0.281285041715321	0.395473576265085	0.678042894014364	0.0846795161094387	0.008	0.0238095238095238
"Chamaedorea elatior"	1	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0	0	0	NA	0.479385736546942	0.00703751030473216	0.115320228031708	0.199495132601534	0.439473361672044	0.595218903262665	0.126361971867808	0.008	0.119047619047619
"Chamaedorea foveata"	3	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	0.00337837837837838	0.00228310502283105	0.000763358778625954	8.2033884652501e-07	0.434213210756648	0.00595998002689447	0.0412559640550733	0.125224522936665	0.579256816499123	0.642358709476117	0.0117042890841635	0.016	0.0238095238095238
"Chamaedorea geonomiformis"	68	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.0523648648648649	0.04337899543379	0.0202290076335878	0.0016012368275296	0.476769346621634	0.0197840147811688	0.108680759961545	0.174014229295805	0.346507290301912	0.715534700446345	0.126749703621097	0.104	0.142857142857143
"Chamaedorea keelerorum"	2	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00168918918918919	0.00114155251141553	0.000381679389312977	NA	0.556830900033995	0.14843548641921	0.0633017714320821	0.103269771040952	0.556041663322876	0.633657200642184	0.0115751266992869	0.008	0.0238095238095238
"Chamaedorea liebmannii"	45	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0320945945945946	0.0296803652968037	0.0148854961832061	0.00177426978444495	0.455724612687366	0.0138771912168	0.0872253405236389	0.250224501411318	0.408348325003279	0.617747128657006	0.115132630832468	0.072	0.0952380952380952
"Chamaedorea microspadix"	15	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0101351351351351	0.0091324200913242	0.00534351145038168	0.000107328257157684	0.482994115106608	0.0134687217120081	0.0889155713239807	0.33938430262382	0.456477794906104	0.474310931444707	0.11012698065587	0.04	0.0238095238095238
"Chamaedorea oblongata"	290	"VU"	"nonLC"	"VU"	"nonLC"	"TRAIN"	0.214527027027027	0.198630136986301	0.0946564885496183	0.00289111532553876	0.419082862841212	0.0174439356068649	0.140095294947019	0.231289225448106	0.364189354877219	0.654331037344135	0.152974528540851	0.152	0.19047619047619
"Chamaedorea pinnatifrons"	1678	"LC"	"LC"	"LC"	"LC"	"TRAIN"	1	1	0.508778625954198	0.0327357835256618	0.37807654941929	0.0248222260204303	0.080293775115855	0.0852614812693964	0.250987871001503	0.758134234350214	0.278476598231156	0.536	0.357142857142857
"Chamaedorea plumosa"	2	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	0.00168918918918919	0.00114155251141553	0.000381679389312977	NA	0.788233079379012	0.226109544808382	0.0866712348394343	0.217343795362871	0.53899581279613	0.560163120989418	0.0527712717642808	0.008	0
"Chamaedorea pochutlensis"	55	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0489864864864865	0.0410958904109589	0.0190839694656489	0.0015639959454546	0.524814310726854	0.0200099646853323	0.0306636299636668	0.250174171265074	0.634593114436745	0.497001748516143	0.0174082327761914	0.072	0.0238095238095238
"Chamaedorea queroana"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0	0	0	NA	0.501556834744089	0.0252961750352106	0.0592021338416968	0.290581275295407	0.446220080391421	0.541292273620116	0.137786848950766	0.008	0
"Chamaedorea schiedeana"	97	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.0472972972972973	0.0559360730593607	0.032824427480916	0.000767420769986609	0.534204343360958	0.0814108065058209	0.0466070088942631	0.269566576111929	0.40805210968986	0.564157609528792	0.157464032504971	0.104	0.0476190476190476
"Chamaedorea stolonifera"	7	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.00844594594594595	0.00570776255707763	0.00229007633587786	7.1519080812755e-05	0.628842927831875	0.0904050262828614	0.0928115636632228	0.203709907990345	0.502202782219989	0.574088492732631	0.0709830326229886	0.024	0
"Chamaerops humilis"	4899	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.22972972972973	0.636986301369863	1	0.0101661181391217	0.705244980761475	0.0674843004153984	0.0583408043743152	0.738992411468283	0.269855562467151	0.267882916520439	0.121228104609409	0.104	0.238095238095238
"Chambeyronia macrocarpa"	21	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0168918918918919	0.0125570776255708	0.00725190839694656	1.83961026471478e-05	0.404006021482146	0.0110620817067898	0.0255046510878932	0.302477332588527	0.21327178122632	0.712324766384332	0.326881143954222	0.016	0
"Chuniophoenix nana"	1	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0	0	0	NA	0.570379991011761	0.0342561630023615	0.411088508554203	0.630212527993383	0.467822599873362	0.511640879039148	0.0640794133041857	0.008	0.0238095238095238
"Clinosperma bracteale"	21	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0168918918918919	0.0125570776255708	0.00610687022900763	1.30820937145791e-05	0.38221155099481	0.00323157450960871	0.0274582388085959	0.308912084423655	0.193477255955356	0.697036897944657	0.344458149518742	0.008	0
"Clinosperma lanuginosa"	11	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	0.00506756756756757	0.00342465753424658	0.00267175572519084	3.4353377854221e-07	0.33354422869072	0.00091953599506289	0.00963401221873919	0.290436188576128	0.21828426811874	0.739037247854421	0.341717481298151	0.008	0
"Clinosperma macrocarpa"	3	"CR"	"nonLC"	"CR"	"nonLC"	"TRAIN"	0	0	0.000381679389312977	5.9951505247107e-12	0.321858596646067	0.000789483708053193	0.0102879633271493	0.295299026604295	0.209816988698942	0.732864230528265	0.360382285418425	0.008	0
"Clinosperma vaginata"	15	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	0.00506756756756757	0.00570776255707763	0.0049618320610687	2.63049733191687e-06	0.344205806608796	0.0103476047227435	0.0261041900878487	0.315704036648186	0.163937898236904	0.687715147481552	0.386391554064584	0.008	0
"Coccothrinax barbadensis"	5	"Not Threatened"	"LC"	"Not Threatened"	"LC"	"TRAIN"	0.00675675675675676	0.0045662100456621	0.00152671755725191	1.91808224213255e-05	0.831703901235361	0.0510479827052552	0.0719686278765415	0.155296676777845	0.187791953944455	0.771101213560162	0.398326204956347	0.024	0.0952380952380952
"Coccothrinax readii"	90	"Threatened"	"nonLC"	"Threatened"	"nonLC"	"TRAIN"	0.0320945945945946	0.0365296803652968	0.0248091603053435	0.000193617007572351	0.432677173477344	0.0350473419756442	0.115317141343657	0.225293331348385	0.30959190874921	0.681376039631176	0.20432309833175	0.024	0.0238095238095238
"Copernicia tectorum"	13	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0152027027027027	0.0102739726027397	0.00458015267175573	0.00100421834598102	0.523754306282959	0.0277485012495315	0.0758910497837007	0.0569231711218626	0.32839630231066	0.794468789430987	0.119639049363262	0.064	0.0238095238095238
"Corypha utan"	223	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0641891891891892	0.0582191780821918	0.0400763358778626	0.0279890761953025	0.0984850821982603	0.00521761300350086	0.00659925590098576	0.246936797808578	0.619073137149809	0.687780057120141	0.0172183275001757	0.096	0.404761904761905
"Cyphokentia cerifera"	9	"NT"	"nonLC"	"NT"	"nonLC"	"TRAIN"	0.00506756756756757	0.00342465753424658	0.00190839694656489	2.28425490432138e-06	0.366473355637367	0.00118468852879882	0.00973164270960809	0.283108263849565	0.244756337504012	0.747198172643156	0.300120491544788	0.008	0
"Cyphokentia macrostachya"	14	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.0118243243243243	0.00799086757990868	0.00381679389312977	1.44271961520433e-05	0.375896051835268	0.00155776430490557	0.0200997142465894	0.296742756353905	0.213082364740487	0.718824092056759	0.295814203815436	0.008	0
"Cyphophoenix alba"	13	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00168918918918919	0.00228310502283105	0.00305343511450382	5.96292519781524e-07	0.35223705440652	0.00128056116454766	0.00997596020151484	0.279202081576945	0.252237959823295	0.751254969524889	0.290224009365867	0.008	0
"Cyphophoenix elegans"	8	"EN"	"nonLC"	"EN"	"nonLC"	"TRAIN"	0	0.00114155251141553	0.00152671755725191	8.26791193632707e-08	0.392312735128185	0.00135025753580163	0.00777847855654099	0.266137612512751	0.288412489321889	0.768373684925347	0.243933150228937	0.008	0
"Cyphophoenix fulcita"	8	"LC"	"LC"	"LC"	"LC"	"TRAIN"	0.00506756756756757	0.0045662100456621	0.00267175572519084	2.02595665526581e-06	0.414313188735134	0.0342270642619894	0.048791135211766	0.310770589961691	0.174614770383347	0.697371107516597	0.359830544548666	0.008	0
