"Species"	"Use_HUF"	"Use_HUMa"	"Use_HUMe"	"Use_HUC"
"Eremospatha haullevilleana"	0	0	1	0
"Eremospatha hookeri"	0	1	0	0
"Eremospatha laurentii"	0	1	0	0
"Eremospatha macrocarpa"	0	1	1	0
"Eremospatha quinquecostulata"	0	0	0	0
"Eremospatha tessmanniana"	0	0	0	0
"Eremospatha wendlandiana"	1	1	1	0
"Eugeissona ambigua"	0	0	0	0
"Eugeissona brachystachys"	0	0	0	0
"Eugeissona insignis"	1	1	0	0
"Eugeissona minor"	0	1	0	0
"Eugeissona tristis"	1	1	1	0
"Eugeissona utilis"	1	1	0	0
"Euterpe broadwayi"	0	0	0	0
"Euterpe catinga"	1	1	1	1
"Euterpe edulis"	1	1	1	0
"Euterpe longibracteata"	0	0	0	0
"Euterpe luminosa"	1	0	0	0
"Euterpe oleracea"	1	1	1	1
"Euterpe precatoria"	1	1	1	1
"Gaussia attenuata"	0	0	0	0
"Gaussia gomez-pompae"	0	0	0	0
"Gaussia maya"	0	1	0	0
"Gaussia princeps"	0	0	0	0
"Gaussia spirituana"	0	0	0	0
"Geonoma aspidiifolia"	0	0	0	0
"Geonoma baculifera"	0	0	0	0
"Geonoma bernalii"	0	0	0	0
"Geonoma braunii"	0	0	0	0
"Geonoma brenesii"	0	0	0	0
"Geonoma brongniartii"	1	1	0	0
"Geonoma calyptrogynoidea"	1	1	0	0
"Geonoma camana"	0	1	0	1
"Geonoma chlamydostachys"	0	0	0	0
"Geonoma chococola"	0	1	0	0
"Geonoma concinna"	0	0	0	0
"Geonoma concinnoidea"	0	0	0	0
"Geonoma congesta"	0	1	0	0
"Geonoma cuneata"	1	1	1	1
"Geonoma deneversii"	0	0	0	0
"Geonoma deversa"	1	1	1	1
"Geonoma dindoensis"	0	0	0	0
"Geonoma divisa"	0	0	0	0
"Geonoma elegans"	0	0	0	0
"Geonoma epetiolata"	0	0	0	0
"Geonoma euspatha"	0	0	0	0
"Geonoma ferruginea"	0	0	0	0
"Geonoma fosteri"	0	0	0	0
"Geonoma frontinensis"	0	0	0	0
"Geonoma galeanoae"	0	0	0	0
"Geonoma gentryi"	0	0	0	0
"Geonoma hollinensis"	0	0	0	0
"Geonoma hugonis"	0	0	0	0
"Geonoma interrupta"	1	1	0	0
"Geonoma lanata"	0	0	0	0
"Geonoma laxiflora"	0	1	0	1
"Geonoma lehmannii"	0	0	0	0
"Geonoma leptospadix"	0	1	0	0
"Geonoma longepedunculata"	0	1	0	0
"Geonoma longivaginata"	0	0	0	0
"Geonoma macrostachys"	1	1	1	1
"Geonoma maxima"	1	1	0	1
"Geonoma monospatha"	0	0	0	0
"Geonoma mooreana"	0	0	0	0
"Geonoma multisecta"	0	1	0	0
"Geonoma occidentalis"	0	0	0	0
"Geonoma oldemanii"	0	0	0	0
"Geonoma oligoclona"	1	0	0	0
"Geonoma operculata"	0	0	0	0
"Geonoma orbignyana"	1	1	0	1
"Geonoma paradoxa"	0	0	0	0
"Geonoma pauciflora"	0	0	0	0
"Geonoma peruviana"	0	0	0	0
"Geonoma pinnatifrons"	0	0	0	0
"Geonoma poeppigiana"	1	1	1	1
"Geonoma pohliana"	0	0	1	0
"Geonoma poiteauana"	0	0	0	0
"Geonoma sanmartinensis"	0	0	0	0
"Geonoma santanderensis"	0	0	0	0
"Geonoma schizocarpa"	0	0	0	0
"Geonoma schottiana"	0	0	0	0
"Geonoma scoparia"	0	0	0	0
"Geonoma simplicifrons"	0	0	0	0
"Geonoma spinescens"	0	0	0	0
"Geonoma stricta"	0	1	1	1
"Geonoma talamancana"	0	0	0	0
"Geonoma tenuissima"	0	0	0	0
"Geonoma triandra"	0	0	1	0
"Geonoma triglochin"	0	1	0	0
"Geonoma trigona"	0	0	0	0
"Geonoma umbraculiformis"	0	0	0	0
"Geonoma undata"	0	1	0	1
"Geonoma venosa"	0	0	0	0
"Guihaia argyrata"	0	0	0	0
"Guihaia grossifibrosa"	0	0	0	0
"Guihaia lancifolia"	0	0	0	0
"Hedyscepe canterburyana"	0	0	0	0
"Hemithrinax compacta"	0	0	0	0
"Hemithrinax ekmaniana"	0	0	0	0
"Hemithrinax rivularis"	0	0	0	0
"Heterospathe annectens"	0	0	0	0
"Heterospathe arfakiana"	0	0	0	0
"Heterospathe barfodii"	0	0	0	0
"Heterospathe brevicaulis"	0	0	0	0
"Heterospathe cagayanensis"	0	0	0	0
"Heterospathe califrons"	0	0	0	0
"Heterospathe clemensiae"	0	0	0	0
"Heterospathe compsoclada"	0	0	0	0
"Heterospathe delicatula"	0	0	0	0
"Heterospathe dransfieldii"	0	0	0	0
"Heterospathe elata"	1	1	0	1
"Heterospathe elegans"	1	1	0	0
"Heterospathe elmeri"	1	0	0	0
"Heterospathe glabra"	0	0	0	0
"Heterospathe glauca"	0	0	0	0
"Heterospathe intermedia"	0	0	0	0
"Heterospathe kajewskii"	0	0	0	0
"Heterospathe ledermanniana"	0	0	0	0
"Heterospathe lepidota"	0	0	0	0
"Heterospathe longipes"	0	0	0	0
"Heterospathe macgregorii"	0	0	0	0
"Heterospathe minor"	0	0	0	0
"Heterospathe muelleriana"	1	1	0	1
"Heterospathe negrosensis"	1	0	0	0
"Heterospathe obriensis"	0	0	0	0
"Heterospathe parviflora"	0	0	0	0
"Heterospathe philippinensis"	1	0	0	0
"Heterospathe phillipsii"	0	0	0	0
"Heterospathe pilosa"	0	0	0	0
"Heterospathe porcata"	0	0	0	0
"Heterospathe pulchra"	1	1	0	1
"Heterospathe pullenii"	0	0	0	0
"Heterospathe ramulosa"	0	0	0	0
"Heterospathe salomonensis"	0	0	0	0
"Heterospathe scitula"	0	0	0	0
"Heterospathe sensisi"	0	0	0	0
"Heterospathe sibuyanensis"	1	0	0	0
"Heterospathe sphaerocarpa"	0	0	0	0
"Heterospathe trispatha"	0	0	0	0
"Heterospathe uniformis"	0	0	0	0
"Heterospathe woodfordiana"	0	0	0	0
"Howea belmoreana"	0	1	0	0
"Howea forsteriana"	0	0	0	0
"Hydriastele affinis"	0	0	0	0
"Hydriastele aprica"	0	0	0	0
"Hydriastele beccariana"	0	0	0	0
"Hydriastele beguinii"	0	0	0	0
"Hydriastele biakensis"	0	1	0	0
"Hydriastele boumae"	0	0	0	0
"Hydriastele brassii"	0	0	0	0
"Hydriastele cariosa"	0	0	0	0
"Hydriastele carrii"	0	0	0	0
"Hydriastele chaunostachys"	0	0	0	0
"Hydriastele costata"	1	1	1	0
"Hydriastele cyclopensis"	0	0	0	0
"Hydriastele cylindrocarpa"	1	0	0	0
"Hydriastele dransfieldii"	0	1	0	0
"Hydriastele flabellata"	0	1	0	0
"Hydriastele geelvinkiana"	0	0	0	0
"Hydriastele gibbsiana"	0	1	0	0
"Hydriastele gracilis"	0	0	0	0
"Hydriastele hombronii"	0	0	0	0
"Hydriastele kasesa"	0	1	0	0
"Hydriastele kjellbergii"	0	0	0	0
"Hydriastele ledermanniana"	1	1	0	0
"Hydriastele lepidota"	0	0	0	0
"Hydriastele longispatha"	1	1	0	0
"Hydriastele lurida"	1	1	0	0
"Hydriastele macrospadix"	0	0	0	0
"Hydriastele manusii"	0	0	0	0
"Hydriastele mayrii"	0	0	0	0
"Hydriastele micrantha"	0	0	0	0
"Hydriastele microcarpa"	1	1	0	1
"Hydriastele microspadix"	0	0	0	0
"Hydriastele moluccana"	0	0	0	0
"Hydriastele montana"	0	0	0	0
"Hydriastele nannostachys"	0	0	0	0
"Hydriastele oxypetala"	0	0	0	0
"Hydriastele palauensis"	0	0	0	0
"Hydriastele pinangoides"	1	1	1	1
"Hydriastele pleurocarpa"	0	0	0	0
"Hydriastele procera"	0	0	0	0
"Hydriastele ramsayi"	0	0	0	0
"Hydriastele rheophytica"	0	0	0	0
"Hydriastele rhopalocarpa"	0	0	0	0
"Hydriastele rostrata"	0	0	0	0
"Hydriastele sarasinorum"	0	0	0	0
"Hydriastele selebica"	0	0	0	0
"Hydriastele valida"	0	0	0	0
"Hydriastele variabilis"	0	0	0	0
"Hydriastele vitiensis"	0	0	0	0
"Hydriastele wendlandiana"	1	1	0	0
"Hyophorbe indica"	0	1	0	0
"Hyophorbe lagenicaulis"	0	0	0	0
"Hyophorbe vaughanii"	0	0	0	0
"Hyophorbe verschaffeltii"	0	1	0	0
"Hyospathe elegans"	1	1	1	1
"Hyospathe frontinensis"	0	0	0	0
"Hyospathe macrorhachis"	0	0	0	0
"Hyospathe peruviana"	0	0	0	0
"Hyospathe pittieri"	0	0	0	0
"Hyospathe wendlandiana"	0	0	0	0
"Hyphaene compressa"	1	1	1	1
"Hyphaene coriacea"	1	1	1	0
"Hyphaene dichotoma"	1	1	1	0
"Hyphaene guineensis"	0	0	1	0
"Hyphaene macrosperma"	0	0	0	0
"Hyphaene petersiana"	1	1	1	1
"Hyphaene reptans"	0	0	0	0
"Hyphaene thebaica"	1	1	1	1
"Iguanura ambigua"	0	0	0	0
"Iguanura asli"	0	0	0	0
"Iguanura belumensis"	0	0	0	0
"Iguanura bicornis"	0	0	0	0
"Iguanura borneensis"	0	0	0	0
"Iguanura cemurung"	0	0	0	0
"Iguanura chaiana"	0	0	0	0
"Iguanura corniculata"	0	0	0	0
"Iguanura curvata"	0	0	0	0
"Iguanura diffusa"	0	0	0	0
"Iguanura divergens"	0	0	0	0
"Iguanura elegans"	0	0	0	0
"Iguanura geonomiformis"	0	0	1	1
"Iguanura humilis"	0	0	0	0
"Iguanura kelantanensis"	0	0	0	0
"Iguanura leucocarpa"	0	0	0	0
"Iguanura macrostachya"	0	0	0	0
"Iguanura melinauensis"	0	0	0	0
"Iguanura minor"	0	0	0	0
"Iguanura mirabilis"	0	0	0	0
"Iguanura myochodoides"	0	0	0	0
"Iguanura palmuncula"	0	0	0	0
"Iguanura parvula"	0	0	0	0
"Iguanura perdana"	0	0	0	0
"Iguanura piahensis"	0	0	0	0
"Iguanura polymorpha"	0	0	0	0
"Iguanura prolifera"	0	0	0	0
"Iguanura remotiflora"	0	0	0	0
"Iguanura sanderiana"	0	0	0	0
"Iguanura speciosa"	0	0	0	0
"Iguanura tenuis"	0	0	0	0
"Iguanura thalangensis"	0	0	0	0
"Iguanura wallichiana"	1	1	1	1
"Iriartea deltoidea"	1	1	1	1
"Iriartella setigera"	1	1	1	1
"Iriartella stenocarpa"	0	1	1	1
"Itaya amicorum"	1	1	0	1
"Jailoloa halmaherensis"	0	0	0	0
"Johannesteijsmannia altifrons"	0	1	1	0
"Johannesteijsmannia lanceolata"	0	0	1	0
"Johannesteijsmannia magnifica"	0	0	1	0
"Johannesteijsmannia perakensis"	0	0	1	0
"Juania australis"	0	0	0	0
"Jubaea chilensis"	1	0	0	0
"Jubaeopsis caffra"	1	0	1	0
"Kentiopsis magnifica"	0	0	0	0
"Kentiopsis oliviformis"	0	1	0	0
"Kentiopsis piersoniorum"	0	0	0	0
"Kentiopsis pyriformis"	0	0	0	0
"Kerriodoxa elegans"	0	0	0	0
"Korthalsia angustifolia"	0	1	0	0
"Korthalsia bejaudii"	0	0	0	0
"Korthalsia brassii"	0	0	0	0
"Korthalsia celebica"	0	1	0	0
"Korthalsia cheb"	0	0	0	0
"Korthalsia concolor"	0	0	0	0
"Korthalsia debilis"	0	1	0	0
"Korthalsia echinometra"	0	1	0	0
"Korthalsia ferox"	0	1	0	0
"Korthalsia flagellaris"	0	1	0	0
"Korthalsia furcata"	0	0	0	0
"Korthalsia furtadoana"	0	0	0	0
"Korthalsia hispida"	0	0	0	0
"Korthalsia jala"	0	0	0	0
"Korthalsia junghuhnii"	0	0	0	0
"Korthalsia laciniosa"	0	1	0	0
"Korthalsia lanceolata"	0	0	0	0
"Korthalsia merrillii"	0	1	0	0
"Korthalsia minor"	0	0	0	0
"Korthalsia paucijuga"	0	0	0	0
"Korthalsia rigida"	0	1	0	0
"Korthalsia robusta"	0	1	0	0
"Korthalsia rogersii"	0	0	0	0
"Korthalsia rostrata"	0	1	0	0
"Korthalsia scaphigeroides"	0	1	0	0
"Korthalsia scortechinii"	0	0	0	0
"Korthalsia tenuissima"	0	0	0	0
"Korthalsia zippelii"	1	1	1	0
"Laccospadix australasicus"	0	0	0	0
"Laccosperma acutiflorum"	0	0	0	0
"Laccosperma cristalensis"	0	0	0	0
"Laccosperma korupense"	0	0	0	0
"Laccosperma laeve"	0	1	1	0
"Laccosperma opacum"	1	1	1	0
"Laccosperma robustum"	0	1	0	0
"Laccosperma secundiflorum"	1	1	1	0
"Lanonia acaulis"	0	0	0	0
"Lanonia calciphila"	0	0	0	0
"Lanonia centralis"	0	0	0	0
"Lanonia dasyantha"	0	0	0	0
"Lanonia gracilis"	0	0	0	0
"Lanonia hainanensis"	0	0	0	0
"Lanonia hexasepala"	0	0	0	0
"Lanonia magalonii"	0	0	0	0
"Latania loddigesii"	0	1	0	0
"Latania lontaroides"	1	1	0	0
"Latania verschaffeltii"	0	1	1	0
"Lemurophoenix halleuxii"	0	0	0	0
"Leopoldinia piassaba"	1	1	0	1
"Leopoldinia pulchra"	0	1	0	0
"Lepidocaryum tenue"	1	1	1	1
"Lepidorrhachis mooreana"	0	0	0	0
"Leucothrinax morrisii"	0	0	0	0
"Licuala acuminata"	0	0	0	0
"Licuala acutifida"	1	1	0	1
"Licuala adscendens"	0	0	0	0
"Licuala ahlidurii"	0	0	0	0
"Licuala angustiloba"	0	0	0	0
"Licuala anomala"	0	0	0	0
"Licuala aruensis"	0	0	0	0
"Licuala atrovirens"	0	0	0	0
"Licuala atroviridis"	0	0	0	0
"Licuala averyanovii"	0	0	0	0
"Licuala bachmaensis"	0	0	0	0
"Licuala bacularia"	0	0	0	0
"Licuala bayana"	0	0	0	0
"Licuala beccariana"	1	1	0	1
"Licuala bellatula"	0	0	0	0
"Licuala bidentata"	0	0	0	0
"Licuala bidoupensis"	0	0	0	0
"Licuala bifida"	0	0	0	0
"Licuala bintulensis"	0	0	0	0
"Licuala bissula"	0	0	0	0
"Licuala borneensis"	0	0	0	0
"Licuala bracteata"	0	0	0	0
"Licuala brevicalyx"	0	0	0	0
"Licuala bruneiana"	0	0	0	0
"Licuala burretii"	0	0	0	0
"Licuala cabalionii"	0	0	0	0
"Licuala cameronensis"	0	0	0	0
"Licuala campestris"	0	0	0	0
"Licuala cattienensis"	0	0	0	0
"Licuala celebica"	0	0	0	0
"Licuala chaiana"	0	0	0	0
"Licuala collina"	0	0	0	0
"Licuala concinna"	0	0	0	0
"Licuala cordata"	0	0	0	0
"Licuala corneri"	0	0	0	0
"Licuala crassiflora"	0	1	0	0
"Licuala dakrongensis"	0	0	0	0
"Licuala debilis"	0	0	0	0
"Licuala densiflora"	0	0	0	0
"Licuala distans"	0	0	0	0
"Licuala egregia"	0	0	0	0
"Licuala elegans"	0	0	0	0
"Licuala ellipsoidalis"	0	0	0	0
"Licuala elliptica"	0	0	0	0
"Licuala exigua"	0	0	0	0
"Licuala ferruginea"	0	1	0	0
"Licuala ferruginoides"	0	0	0	0
"Licuala flammula"	0	0	0	0
"Licuala flavida"	0	0	0	0
"Licuala flexuosa"	0	0	0	0
"Licuala fordiana"	0	0	0	0
"Licuala fractiflexa"	0	0	0	0
"Licuala gjellerupii"	0	0	0	0
"Licuala glaberrima"	0	0	0	0
"Licuala glabra"	0	0	0	0
"Licuala graminifolia"	0	0	0	0
"Licuala grandiflora"	0	0	0	0
"Licuala grandis"	0	1	0	0
"Licuala hallieriana"	0	0	0	0
"Licuala insignis"	0	0	0	0
"Licuala intermedia"	0	0	0	0
"Licuala kamarudinii"	0	0	0	0
"Licuala kemamanensis"	0	0	0	0
"Licuala khoonmengii"	0	0	0	0
"Licuala kiahii"	0	0	0	0
"Licuala kingiana"	0	0	0	0
"Licuala klossii"	0	0	0	0
"Licuala kuchingensis"	0	0	0	0
"Licuala kunstleri"	1	1	0	1
"Licuala lambii"	0	0	0	0
"Licuala lanata"	0	0	0	0
"Licuala lanuginosa"	0	0	0	0
"Licuala lauterbachii"	0	1	0	1
"Licuala leopoldii"	0	0	0	0
"Licuala leprosa"	0	0	0	0
"Licuala leptocalyx"	0	0	0	0
"Licuala leucocarpa"	0	0	0	0
"Licuala linearis"	0	0	0	0
"Licuala longicalycata"	0	0	0	0
"Licuala longiflora"	0	0	0	0
"Licuala longipes"	0	0	0	0
"Licuala longispadix"	0	0	0	0
"Licuala macrantha"	0	0	0	0
"Licuala maculata"	0	0	0	0
"Licuala magna"	0	0	0	0
"Licuala malajana"	0	0	0	0
"Licuala manglaensis"	0	0	0	0
"Licuala mattanensis"	0	0	0	0
"Licuala meijeri"	0	0	0	0
"Licuala merguensis"	0	0	0	0
"Licuala micholitzii"	0	0	0	0
"Licuala micrantha"	0	0	0	0
"Licuala mirabilis"	0	0	0	0
"Licuala miriensis"	0	0	0	0
"Licuala modesta"	0	0	0	0
"Licuala montana"	0	0	0	0
"Licuala moszkowskiana"	0	0	0	0
"Licuala moyseyi"	0	0	0	0
"Licuala mukahensis"	0	0	0	0
"Licuala mustapana"	0	0	0	0
"Licuala nana"	0	0	0	0
"Licuala naumannii"	0	0	0	0
"Licuala naumoniensis"	0	0	0	0
"Licuala olivifera"	0	0	0	0
"Licuala oliviformis"	0	0	0	0
"Licuala oninensis"	0	0	0	0
"Licuala orbicularis"	0	0	0	0
"Licuala oryzoides"	0	0	0	0
"Licuala pachycalyx"	0	0	0	0
"Licuala pahangensis"	0	0	0	0
"Licuala palas"	0	0	0	0
"Licuala paludosa"	1	1	0	1
"Licuala parviflora"	0	0	0	0
"Licuala patens"	0	0	0	0
"Licuala paucisecta"	0	0	0	0
"Licuala peekelii"	0	0	0	0
"Licuala peltata"	0	0	1	0
"Licuala penduliflora"	0	0	0	0
"Licuala petiolulata"	0	0	0	0
"Licuala pilosa"	0	0	0	0
"Licuala pitta"	0	0	0	0
"Licuala platydactyla"	0	0	0	0
"Licuala polyschista"	0	0	0	0
"Licuala poonsakii"	0	0	0	0
"Licuala pseudovalida"	0	0	0	0
"Licuala pulchella"	0	0	0	0
"Licuala pumila"	0	1	0	1
"Licuala punctulata"	0	0	0	0
"Licuala pusilla"	0	0	0	0
"Licuala radula"	0	0	0	0
"Licuala ramsayi"	0	0	0	0
"Licuala reptans"	0	0	0	0
"Licuala rheophytica"	0	0	0	0
"Licuala ridleyana"	0	0	0	0
"Licuala robinsoniana"	0	0	0	0
"Licuala robusta"	0	0	0	0
"Licuala rubiginosa"	0	0	0	0
"Licuala rumphii"	0	1	0	1
"Licuala ruthiae"	0	0	0	0
"Licuala sabahana"	0	0	0	0
"Licuala sallehana"	0	0	0	0
"Licuala sarawakensis"	0	0	0	0
"Licuala scortechinii"	0	0	0	0
"Licuala simplex"	0	0	0	0
"Licuala spathellifera"	0	0	0	0
"Licuala spectabilis"	0	0	0	0
"Licuala spicata"	0	0	0	0
"Licuala spinosa"	1	1	1	1
"Licuala steinii"	0	0	0	0
"Licuala stongensis"	0	0	0	0
"Licuala tanycola"	0	0	0	0
"Licuala taynguyensis"	0	0	0	0
"Licuala telifera"	0	0	0	0
"Licuala tenuissima"	0	0	0	0
"Licuala terengganuensis"	0	0	0	0
"Licuala thoana"	0	0	0	0
"Licuala tiomanensis"	0	0	0	0
"Licuala triphylla"	1	1	1	1
"Licuala urciflora"	0	1	0	0
"Licuala whitmorei"	0	0	0	0
"Licuala yiiana"	0	0	0	0
"Linospadix albertisianus"	0	1	0	0
"Linospadix apetiolatus"	0	0	0	0
"Linospadix caninus"	0	0	0	0
"Linospadix microcaryus"	0	0	0	0
"Linospadix minor"	1	0	0	0
"Linospadix monostachyos"	0	0	0	0
"Linospadix palmerianus"	0	0	0	0
"Livistona alfredii"	0	0	0	0
"Livistona australis"	1	1	1	0
"Livistona benthamii"	0	0	0	0
"Livistona boninensis"	0	0	0	0
"Livistona carinensis"	0	1	0	0
"Livistona chinensis"	0	1	1	0
"Livistona concinna"	0	0	0	0
"Livistona decora"	0	1	0	0
"Livistona drudei"	0	0	0	0
"Livistona eastonii"	0	1	0	0
"Livistona endauensis"	0	0	0	0
"Livistona exigua"	0	0	0	0
"Livistona fulva"	0	0	0	0
"Livistona halongensis"	0	0	0	0
"Livistona humilis"	0	1	1	0
"Livistona inermis"	0	0	0	0
"Livistona jenkinsiana"	0	1	1	0
"Livistona lanuginosa"	0	0	0	0
"Livistona lorophylla"	0	0	0	0
"Livistona mariae"	1	1	0	0
"Livistona muelleri"	1	0	0	1
"Livistona nasmophila"	0	0	0	0
"Livistona nitida"	0	0	0	0
"Livistona rigida"	0	0	0	0
"Livistona saribus"	1	1	0	0
"Livistona speciosa"	0	1	0	0
"Livistona tahanensis"	0	0	0	0
"Livistona victoriae"	0	0	0	0
"Lodoicea maldivica"	1	1	1	0
"Loxococcus rupicola"	0	0	1	0
"Manicaria martiana"	1	1	1	1
"Manicaria saccifera"	1	1	1	1
"Manjekia maturbongsii"	0	1	0	0
"Marojejya darianii"	0	0	0	0
"Marojejya insignis"	0	0	0	0
"Masoala kona"	0	0	0	0
"Masoala madagascariensis"	0	0	0	0
"Mauritia carana"	1	1	0	1
"Mauritia flexuosa"	1	1	1	1
"Mauritiella aculeata"	1	1	1	1
"Mauritiella armata"	1	1	1	1
"Mauritiella macroclada"	1	1	0	0
"Mauritiella pumila"	0	0	0	0
"Maxburretia furtadoana"	0	0	0	0
"Maxburretia gracilis"	0	0	0	0
"Maxburretia rupicola"	0	0	0	0
"Medemia argun"	1	1	0	1
"Metroxylon amicarum"	1	1	1	0
"Metroxylon paulcoxii"	0	0	0	0
"Metroxylon sagu"	1	1	1	1
"Metroxylon salomonense"	1	1	0	1
"Metroxylon upoluense"	0	0	0	0
"Metroxylon vitiense"	0	0	0	0
"Metroxylon warburgii"	0	0	0	0
"Myrialepis paradoxa"	0	1	0	0
"Nannorrhops baluchestanica"	0	0	0	0
"Nannorrhops ritchieana"	0	0	1	0
"Nenga banaensis"	0	0	0	0
"Nenga gajah"	0	0	0	0
"Nenga grandiflora"	0	0	0	0
"Nenga macrocarpa"	0	0	0	0
"Nenga pumila"	0	0	0	0
"Neonicholsonia watsonii"	0	0	0	0
"Neoveitchia brunnea"	0	0	0	0
"Neoveitchia storckii"	0	0	0	0
"Nephrosperma vanhoutteanum"	0	0	0	0
"Normanbya normanbyi"	0	1	0	0
"Nypa fruticans"	1	1	1	1
"Oenocarpus bacaba"	1	1	1	1
"Oenocarpus balickii"	1	1	1	1
"Oenocarpus bataua"	1	1	1	1
"Oenocarpus circumtextus"	1	1	0	0
"Oenocarpus distichus"	1	1	0	0
"Oenocarpus makeru"	0	0	0	0
"Oenocarpus mapora"	1	1	1	1
"Oenocarpus minor"	1	1	1	1
"Oenocarpus simplex"	0	1	0	0
"Oncocalamus macrospathus"	0	0	0	0
"Oncocalamus mannii"	0	1	0	0
"Oncocalamus tuleyi"	0	0	0	0
"Oncocalamus wrightianus"	0	1	0	0
"Oncosperma fasciculatum"	0	0	1	0
"Oncosperma gracilipes"	0	1	0	0
"Oncosperma horridum"	1	1	1	0
"Oncosperma platyphyllum"	0	1	0	0
"Oncosperma tigillarium"	1	1	1	1
"Orania archboldiana"	0	0	0	0
"Orania bakeri"	0	0	0	0
"Orania dafonsoroensis"	0	0	0	0
"Orania decipiens"	0	0	0	0
"Orania deflexa"	0	0	0	0
"Orania disticha"	0	1	0	0
"Orania ferruginea"	0	0	0	0
"Orania gagavu"	0	0	0	0
"Orania glauca"	0	0	0	0
"Orania grandiflora"	0	0	0	0
"Orania lauterbachiana"	0	1	0	0
"Orania littoralis"	0	0	0	0
"Orania longisquama"	0	0	0	0
"Orania longistaminodia"	0	0	0	0
"Orania macropetala"	0	0	0	0
"Orania micrantha"	0	0	0	0
"Orania oreophila"	0	0	0	0
"Orania palindan"	0	1	0	0
"Orania paraguanensis"	0	0	0	0
"Orania parva"	0	0	0	0
"Orania ravaka"	0	0	0	0
"Orania regalis"	0	1	0	0
"Orania subdisticha"	0	0	0	0
"Orania sylvicola"	1	1	1	0
"Orania tabubilensis"	0	0	0	0
"Orania timikae"	0	0	0	0
"Orania trispatha"	0	0	0	0
"Orania zonae"	0	1	0	0
"Oraniopsis appendiculata"	0	0	0	0
"Parajubaea cocoides"	1	1	0	0
"Parajubaea sunkha"	1	1	0	0
"Parajubaea torallyi"	1	1	0	1
"Pelagodoxa henryana"	0	0	0	0
"Phoenicophorium borsigianum"	0	0	0	0
"Phoenix acaulis"	0	0	1	0
"Phoenix atlantica"	0	0	0	0
"Phoenix caespitosa"	0	0	0	0
"Phoenix canariensis"	0	0	1	0
"Phoenix dactylifera"	1	1	1	1
"Phoenix loureiroi"	0	1	1	0
"Phoenix paludosa"	1	1	1	0
"Phoenix pusilla"	1	1	1	0
"Phoenix reclinata"	1	1	1	1
"Phoenix roebelenii"	0	0	0	0
"Phoenix rupicola"	1	1	0	0
"Phoenix sylvestris"	1	1	1	0
"Phoenix theophrasti"	0	0	0	0
"Pholidocarpus ihur"	1	1	0	0
"Pholidocarpus kingianus"	0	1	0	0
"Pholidocarpus macrocarpus"	0	1	0	0
"Pholidocarpus majadum"	0	1	0	0
"Pholidocarpus mucronatus"	0	0	0	0
"Pholidocarpus sumatranus"	0	0	0	0
"Pholidostachys amazonensis"	0	0	0	0
"Pholidostachys dactyloides"	1	1	1	0
"Pholidostachys kalbreyeri"	0	0	0	0
"Pholidostachys occidentalis"	0	0	0	0
"Pholidostachys panamensis"	0	0	0	0
"Pholidostachys pulchra"	0	0	0	0
"Pholidostachys sanluisensis"	0	0	0	0
"Pholidostachys synanthera"	1	1	1	1
"Physokentia avia"	0	0	0	0
"Physokentia dennisii"	0	0	0	0
"Physokentia insolita"	0	0	0	0
"Physokentia petiolata"	0	0	0	0
"Physokentia tete"	0	0	0	0
"Physokentia thurstonii"	0	0	1	0
"Physokentia whitmorei"	0	0	0	0
"Phytelephas aequatorialis"	1	1	1	1
"Phytelephas macrocarpa"	1	1	1	1
"Phytelephas tenuicaulis"	1	1	1	1
"Phytelephas tumacana"	0	1	0	0
"Pigafetta elata"	0	0	0	0
"Pigafetta filaris"	1	1	0	0
"Pinanga acaulis"	0	0	0	0
"Pinanga acuminata"	0	0	0	0
"Pinanga adangensis"	0	0	0	0
"Pinanga albescens"	0	0	0	0
"Pinanga andamanensis"	0	0	0	0
"Pinanga angustisecta"	0	0	0	0
"Pinanga annamensis"	0	0	0	0
"Pinanga arinasae"	0	0	0	0
"Pinanga aristata"	0	0	0	0
"Pinanga arundinacea"	0	0	0	0
"Pinanga auriculata"	0	0	0	0
"Pinanga badia"	0	0	0	0
"Pinanga basilanensis"	1	0	0	1
"Pinanga batanensis"	1	0	0	1
"Pinanga baviensis"	0	0	0	0
"Pinanga bicolana"	0	0	0	0
"Pinanga borneensis"	0	0	0	0
"Pinanga brevipes"	0	0	0	0
"Pinanga brewsteriana"	0	0	0	0
"Pinanga caesia"	0	0	0	0
"Pinanga capitata"	0	0	0	0
"Pinanga cattienensis"	0	0	0	0
"Pinanga celebica"	0	0	0	0
"Pinanga chaiana"	0	0	0	0
"Pinanga cleistantha"	0	0	0	0
"Pinanga copelandii"	1	0	0	1
"Pinanga coronata"	0	0	1	0
"Pinanga crassipes"	0	0	0	0
"Pinanga cucullata"	0	0	0	0
"Pinanga cupularis"	0	0	0	0
"Pinanga curranii"	1	0	0	1
"Pinanga declinata"	0	0	0	0
"Pinanga decora"	0	0	0	0
"Pinanga densiflora"	0	0	0	0
"Pinanga dicksonii"	0	0	1	0
"Pinanga disticha"	0	0	1	0
"Pinanga dumetosa"	0	0	0	0
"Pinanga egregia"	0	0	0	0
"Pinanga forbesii"	0	0	0	0
"Pinanga fractiflexa"	0	0	0	0
"Pinanga furfuracea"	0	0	0	0
"Pinanga geonomiformis"	1	0	0	1
"Pinanga glauca"	0	0	0	0
"Pinanga glaucescens"	0	0	0	0
