Random Forest 

225 samples
  7 predictor
  2 classes: 'nonLC', 'LC' 

Pre-processing: nearest neighbor imputation (5), centered (5), scaled (5), remove (2) 
Resampling: Cross-Validated (10 fold, repeated 10 times) 
Summary of sample sizes: 202, 202, 203, 202, 202, 203, ... 
Resampling results across tuning parameters:

  mtry  threshold   ROC        Sens        Spec         DPM      
  4     0.01000000  0.7486663  0.99692308  0.008333333  0.9917848
  4     0.06157895  0.7486663  0.98525641  0.095777778  0.9051617
  4     0.11315789  0.7486663  0.97057692  0.176333333  0.8259904
  4     0.16473684  0.7486663  0.95179487  0.263666667  0.7408731
  4     0.21631579  0.7486663  0.92980769  0.340666667  0.6681695
  4     0.26789474  0.7486663  0.90480769  0.404111111  0.6104149
  4     0.31947368  0.7486663  0.86891026  0.463888889  0.5619761
  4     0.37105263  0.7486663  0.83916667  0.510666667  0.5280699
  4     0.42263158  0.7486663  0.81006410  0.551222222  0.5036673
  4     0.47421053  0.7486663  0.77051282  0.583222222  0.4966824
  4     0.52578947  0.7486663  0.73384615  0.641333333  0.4710261
  4     0.57736842  0.7486663  0.69012821  0.682444444  0.4699512
  4     0.62894737  0.7486663  0.63685897  0.715777778  0.4835498
  4     0.68052632  0.7486663  0.59461538  0.752333333  0.4950341
  4     0.73210526  0.7486663  0.53141026  0.788444444  0.5319795
  4     0.78368421  0.7486663  0.47596154  0.818666667  0.5707245
  4     0.83526316  0.7486663  0.40185897  0.858888889  0.6277192
  4     0.88684211  0.7486663  0.32993590  0.888888889  0.6893513
  4     0.93842105  0.7486663  0.21474359  0.937333333  0.7920201
  4     0.99000000  0.7486663  0.03564103  0.989666667  0.9652570

DPM was used to select the optimal model using the smallest value.
The final values used for the model were mtry = 1 and threshold = 0.5773684.
