Random Forest 

225 samples
  7 predictor
  2 classes: 'nonLC', 'LC' 

Pre-processing: nearest neighbor imputation (7), centered (7), scaled (7) 
Resampling: Cross-Validated (10 fold, repeated 10 times) 
Summary of sample sizes: 202, 202, 203, 202, 202, 203, ... 
Addtional sampling using SMOTE prior to pre-processing

Resampling results across tuning parameters:

  mtry  threshold   ROC        Sens       Spec        DPM      
  2     0.83526316  0.7739968  0.4787179  0.85500000  0.5559395
  2     0.88684211  0.7739968  0.3780769  0.89666667  0.6413829
  2     0.93842105  0.7739968  0.2516026  0.93244444  0.7565980
  2     0.99000000  0.7739968  0.1187821  0.97300000  0.8830768
  3     0.01000000  0.7689815  0.9906410  0.08300000  0.9174291
  3     0.06157895  0.7689815  0.9806410  0.21033333  0.7908923
  3     0.11315789  0.7689815  0.9580769  0.26500000  0.7386430
  3     0.16473684  0.7689815  0.9347436  0.33900000  0.6693319
  3     0.21631579  0.7689815  0.9072436  0.40188889  0.6120241
  3     0.26789474  0.7689815  0.8784615  0.45855556  0.5658798
  3     0.31947368  0.7689815  0.8487821  0.51433333  0.5223480
  3     0.37105263  0.7689815  0.8261538  0.57344444  0.4774292
  3     0.42263158  0.7689815  0.7997436  0.59911111  0.4678502
  3     0.47421053  0.7689815  0.7784615  0.62677778  0.4565330
  3     0.52578947  0.7689815  0.7558333  0.65988889  0.4420922
  3     0.57736842  0.7689815  0.7237821  0.68911111  0.4382802
  3     0.62894737  0.7689815  0.6901923  0.71600000  0.4401699
  3     0.68052632  0.7689815  0.6563462  0.74588889  0.4465664
  3     0.73210526  0.7689815  0.6000000  0.77466667  0.4777796
  3     0.78368421  0.7689815  0.5429487  0.80700000  0.5140837
  3     0.83526316  0.7689815  0.4789744  0.84622222  0.5577252
  3     0.88684211  0.7689815  0.3886538  0.89588889  0.6320686
  3     0.93842105  0.7689815  0.2895513  0.92844444  0.7203874
  3     0.99000000  0.7689815  0.1330769  0.96888889  0.8696115
  4     0.01000000  0.7667415  0.9898718  0.09866667  0.9018506
  4     0.06157895  0.7667415  0.9757692  0.21077778  0.7907479
  4     0.11315789  0.7667415  0.9548718  0.29366667  0.7110460
  4     0.16473684  0.7667415  0.9246154  0.35100000  0.6592278
  4     0.21631579  0.7667415  0.8955128  0.39311111  0.6227736
  4     0.26789474  0.7667415  0.8673077  0.45277778  0.5734801
  4     0.31947368  0.7667415  0.8501282  0.50944444  0.5258961
  4     0.37105263  0.7667415  0.8157051  0.55377778  0.4980402
  4     0.42263158  0.7667415  0.7844872  0.60455556  0.4685796
  4     0.47421053  0.7667415  0.7610256  0.63655556  0.4554048
  4     0.52578947  0.7667415  0.7416026  0.66477778  0.4467785
  4     0.57736842  0.7667415  0.7126282  0.68566667  0.4496108
  4     0.62894737  0.7667415  0.6710256  0.71055556  0.4630401
  4     0.68052632  0.7667415  0.6437821  0.73711111  0.4650600
  4     0.73210526  0.7667415  0.5987179  0.76411111  0.4875498
  4     0.78368421  0.7667415  0.5493590  0.79755556  0.5142748
  4     0.83526316  0.7667415  0.4883974  0.84177778  0.5528764
  4     0.88684211  0.7667415  0.4095513  0.88177778  0.6144147
  4     0.93842105  0.7667415  0.3198077  0.92477778  0.6904118
  4     0.99000000  0.7667415  0.1646795  0.96788889  0.8380073
  5     0.01000000  0.7567642  0.9898077  0.11266667  0.8878455
  5     0.06157895  0.7567642  0.9664103  0.23711111  0.7656189
  5     0.11315789  0.7567642  0.9413462  0.29355556  0.7128479
  5     0.16473684  0.7567642  0.9166026  0.35111111  0.6596173
  5     0.21631579  0.7567642  0.8953205  0.41122222  0.6060667
  5     0.26789474  0.7567642  0.8749359  0.46277778  0.5622939
  5     0.31947368  0.7567642  0.8405128  0.51555556  0.5224533
  5     0.37105263  0.7567642  0.8089103  0.55877778  0.4966735
  5     0.42263158  0.7567642  0.7828205  0.59833333  0.4761290
  5     0.47421053  0.7567642  0.7548718  0.63044444  0.4645573
  5     0.52578947  0.7567642  0.7346154  0.64311111  0.4640262
  5     0.57736842  0.7567642  0.7087821  0.67655556  0.4567618
  5     0.62894737  0.7567642  0.6642949  0.70455556  0.4680616
  5     0.68052632  0.7567642  0.6330769  0.72311111  0.4802779
  5     0.73210526  0.7567642  0.5978846  0.75288889  0.4917888
  5     0.78368421  0.7567642  0.5556410  0.79077778  0.5089564
  5     0.83526316  0.7567642  0.5009615  0.82611111  0.5455458
  5     0.88684211  0.7567642  0.4353205  0.87055556  0.5917162
  5     0.93842105  0.7567642  0.3460256  0.90455556  0.6688293
  5     0.99000000  0.7567642  0.1912821  0.96100000  0.8119439
  6     0.01000000  0.7550712  0.9875641  0.14666667  0.8539935
  6     0.06157895  0.7550712  0.9688462  0.23411111  0.7685073
  6     0.11315789  0.7550712  0.9437821  0.30633333  0.6999339
  6     0.16473684  0.7550712  0.9133333  0.33955556  0.6723987
  6     0.21631579  0.7550712  0.8915385  0.39022222  0.6279708
  6     0.26789474  0.7550712  0.8632692  0.45077778  0.5774357
  6     0.31947368  0.7550712  0.8335897  0.50444444  0.5374654
  6     0.37105263  0.7550712  0.8147436  0.54000000  0.5135273
  6     0.42263158  0.7550712  0.7875641  0.58044444  0.4878098
  6     0.47421053  0.7550712  0.7672436  0.62377778  0.4610246
  6     0.52578947  0.7550712  0.7344872  0.64644444  0.4613691
  6     0.57736842  0.7550712  0.7049359  0.67200000  0.4614461
  6     0.62894737  0.7550712  0.6617949  0.70544444  0.4697802
  6     0.68052632  0.7550712  0.6320513  0.72811111  0.4786716
  6     0.73210526  0.7550712  0.5844231  0.75166667  0.5053298
  6     0.78368421  0.7550712  0.5407051  0.78600000  0.5252985
  6     0.83526316  0.7550712  0.4810256  0.82200000  0.5653512
  6     0.88684211  0.7550712  0.4297436  0.85822222  0.6013847
  6     0.93842105  0.7550712  0.3651923  0.89477778  0.6525583
  6     0.99000000  0.7550712  0.2046154  0.95122222  0.7996891

DPM was used to select the optimal model using the smallest value.
The final values used for the model were mtry = 1 and threshold = 0.7321053.
